case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
A10107,Insert Date Appeal to Prefecture,2007/07/27 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10107,Add penalty,2007/09/24 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10107,Send Appeal to Prefecture,2007/09/24 00:00:00.000,COMPLETE,,,,,,,,,,,#,
A10108,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10108,Payment,2007/03/23 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10109,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10109,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10112,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10112,Payment,2007/03/15 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10113,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10113,Payment,2007/03/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10115,Create Fine,2007/03/07 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10115,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10115,Insert Fine Notification,2007/08/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10115,Add penalty,2007/10/02 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10115,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10117,Create Fine,2007/03/07 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10117,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10118,Create Fine,2007/03/07 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10118,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10119,Create Fine,2007/03/07 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10119,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10120,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10120,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10120,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10120,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10120,Payment,2007/09/25 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A10120,Payment,2007/11/05 00:00:00.000,COMPLETE,,38.0,,,,,,,87.0,,,
A10121,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10121,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10121,Insert Fine Notification,2007/07/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10121,Add penalty,2007/09/23 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10121,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10122,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10122,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10122,Insert Fine Notification,2007/08/02 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10122,Add penalty,2007/10/01 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10122,Payment,2008/09/25 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A10124,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10124,Payment,2007/03/13 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10125,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10125,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10125,Insert Fine Notification,2007/07/26 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10125,Insert Date Appeal to Prefecture,2007/08/01 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10125,Payment,2007/09/14 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A10125,Add penalty,2007/09/24 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10125,Send Appeal to Prefecture,2007/09/24 00:00:00.000,COMPLETE,,,,,,,,,,,NIL,
A10126,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10126,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10126,Insert Fine Notification,2007/08/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10126,Add penalty,2007/10/04 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10126,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10127,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10127,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10127,Insert Fine Notification,2007/08/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10127,Add penalty,2007/10/04 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10127,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A1013,Create Fine,2006/09/07 00:00:00.000,COMPLETE,21.0,,,550,7,,,A,0.0,,NIL,0
A1013,Send Fine,2006/12/15 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A1013,Insert Fine Notification,2007/01/06 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A1013,Add penalty,2007/03/07 00:00:00.000,COMPLETE,42.5,,,,,,,,,,,
A1013,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10130,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10130,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10130,Insert Fine Notification,2007/07/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10130,Add penalty,2007/09/23 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10130,Payment,2008/10/31 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A10131,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10131,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10131,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10131,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10131,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10137,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10137,Payment,2007/03/12 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10138,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10138,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10138,Insert Fine Notification,2007/07/26 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10138,Add penalty,2007/09/24 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10138,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10139,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10139,Send Fine,2007/08/02 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A10139,Insert Fine Notification,2007/08/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10139,Add penalty,2007/10/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10139,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A1014,Create Fine,2006/09/08 00:00:00.000,COMPLETE,21.0,,,550,7,,,A,0.0,,NIL,0
A1014,Send Fine,2006/12/29 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A1014,Insert Fine Notification,2007/01/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A1014,Add penalty,2007/03/20 00:00:00.000,COMPLETE,42.5,,,,,,,,,,,
A1014,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10140,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10140,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10140,Insert Fine Notification,2007/07/24 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10140,Add penalty,2007/09/22 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10140,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10141,Create Fine,2007/03/12 00:00:00.000,COMPLETE,74.0,,,557,158,,,A,0.0,,NIL,2
A10141,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10141,Insert Fine Notification,2007/07/26 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10141,Add penalty,2007/09/24 00:00:00.000,COMPLETE,148.0,,,,,,,,,,,
A10141,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10143,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10143,Payment,2007/03/12 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10144,Create Fine,2007/03/12 00:00:00.000,COMPLETE,22.0,,,557,7,,,A,0.0,,NIL,0
A10144,Payment,2007/03/17 00:00:00.000,COMPLETE,,22.0,,,,,,,22.0,,,
A10147,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10147,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10147,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10147,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10147,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10150,Create Fine,2007/03/15 00:00:00.000,COMPLETE,36.0,,,557,157,,,A,0.0,,NIL,0
A10150,Payment,2007/03/19 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10151,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10151,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10151,Insert Fine Notification,2007/08/04 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10151,Add penalty,2007/10/03 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10151,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10152,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10152,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10152,Insert Fine Notification,2007/07/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10152,Add penalty,2007/09/23 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10152,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10153,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10153,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10153,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10153,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10153,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10154,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10154,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10154,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10154,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10154,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10156,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10156,Payment,2007/03/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10157,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10157,Payment,2007/04/13 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10158,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10158,Payment,2007/03/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10159,Create Fine,2007/03/06 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10159,Payment,2007/03/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A1016,Create Fine,2006/09/11 00:00:00.000,COMPLETE,21.0,,,550,7,,,A,0.0,,NIL,0
A1016,Send Fine,2006/12/29 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A10161,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10161,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10161,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10161,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10161,Payment,2008/10/15 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A10162,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10162,Payment,2007/03/12 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10163,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10163,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10164,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10164,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10164,Insert Fine Notification,2007/08/13 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10164,Add penalty,2007/10/12 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10164,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10165,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10165,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10165,Insert Fine Notification,2007/08/02 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10165,Add penalty,2007/10/01 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10165,Payment,2008/01/21 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A10165,Payment,2008/10/15 00:00:00.000,COMPLETE,,38.0,,,,,,,87.0,,,
A10168,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,558,158,,,A,0.0,,NIL,0
A10168,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10168,Insert Fine Notification,2007/07/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10168,Add penalty,2007/09/23 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10168,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A1017,Create Fine,2006/09/11 00:00:00.000,COMPLETE,21.0,,,550,7,,,A,0.0,,NIL,0
A1017,Send Fine,2006/12/29 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A1017,Insert Fine Notification,2007/01/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A1017,Add penalty,2007/03/10 00:00:00.000,COMPLETE,42.5,,,,,,,,,,,
A1017,Payment,2007/04/05 00:00:00.000,COMPLETE,,32.0,,,,,,,32.0,,,
A1017,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10171,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10171,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10171,Insert Fine Notification,2007/08/02 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10171,Add penalty,2007/10/01 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10171,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10174,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10174,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10175,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10175,Payment,2007/03/12 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10177,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10177,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10178,Create Fine,2007/03/11 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10178,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10180,Create Fine,2007/03/11 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10180,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10180,Insert Fine Notification,2007/07/30 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10180,Add penalty,2007/09/28 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10180,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10181,Create Fine,2007/03/11 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10181,Payment,2007/03/14 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10184,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10184,Send Fine,2007/09/29 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A10185,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10185,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10186,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10186,Payment,2007/03/16 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10187,Create Fine,2007/03/12 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10187,Send Fine,2007/08/20 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A10188,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10188,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10189,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10189,Payment,2007/03/29 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10192,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10192,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10192,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10192,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10192,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10193,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10193,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10193,Insert Fine Notification,2007/07/25 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10193,Add penalty,2007/09/23 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10193,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10194,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10194,Payment,2007/03/13 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10195,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10195,Payment,2007/03/19 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10196,Create Fine,2007/03/13 00:00:00.000,COMPLETE,36.0,,,558,157,,,A,0.0,,NIL,0
A10196,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10196,Insert Fine Notification,2007/08/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10196,Add penalty,2007/10/04 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10196,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A102,Create Fine,2006/07/30 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A102,Send Fine,2006/12/12 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A102,Insert Fine Notification,2007/01/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A102,Add penalty,2007/03/04 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A102,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10203,Create Fine,2007/03/05 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10203,Send Fine,2007/06/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10203,Insert Fine Notification,2007/07/06 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10203,Add penalty,2007/09/04 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10203,Payment,2008/02/19 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A10203,Payment,2008/04/11 00:00:00.000,COMPLETE,,38.0,,,,,,,87.0,,,
A10205,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10205,Send Fine,2007/08/02 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A10205,Insert Fine Notification,2007/08/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10205,Add penalty,2007/10/08 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10205,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10206,Create Fine,2007/03/08 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10206,Payment,2007/03/14 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10211,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10211,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10211,Insert Fine Notification,2007/08/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10211,Add penalty,2007/10/02 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10211,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10212,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10212,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10212,Insert Fine Notification,2007/07/23 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10212,Add penalty,2007/09/21 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10212,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10213,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10213,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10213,Insert Fine Notification,2007/08/02 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10213,Add penalty,2007/10/01 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10213,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10215,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10215,Payment,2007/03/12 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10216,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10216,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10216,Insert Fine Notification,2007/08/04 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10216,Add penalty,2007/10/03 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10216,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10218,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10218,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10218,Insert Fine Notification,2007/07/27 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10218,Add penalty,2007/09/25 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10218,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A10220,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10220,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10221,Create Fine,2007/03/09 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10221,Payment,2007/04/19 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A10223,Create Fine,2007/03/10 00:00:00.000,COMPLETE,36.0,,,559,157,,,A,0.0,,NIL,0
A10223,Send Fine,2007/07/17 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A10223,Insert Fine Notification,2007/08/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A10223,Add penalty,2007/10/02 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A10223,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
