case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points,TimeUnix
A10124,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173484800
A10124,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173744000
A10125,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173484800
A10125,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10125,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185408000
A10125,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1185926400
A10125,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1189728000
A10125,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190592000
A10125,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,NIL,,1190592000
A10126,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173484800
A10126,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10126,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186272000
A10126,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191456000
A10126,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10127,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173484800
A10127,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10127,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186272000
A10127,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191456000
A10127,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A1013,Create Fine,00:00.0,COMPLETE,21,,,550,7,,,A,0,,NIL,0,1157587200
A1013,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166140800
A1013,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1168041600
A1013,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1173225600
A1013,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10130,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173484800
A10130,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10130,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185321600
A10130,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190505600
A10130,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1225411200
A10131,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173484800
A10131,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10131,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185148800
A10131,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190332800
A10131,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10137,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173657600
A10137,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173657600
A10138,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173657600
A10138,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10138,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185408000
A10138,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190592000
A10138,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10139,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173657600
A10139,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1186012800
A10139,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186617600
A10139,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191801600
A10139,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A1014,Create Fine,00:00.0,COMPLETE,21,,,550,7,,,A,0,,NIL,0,1157673600
A1014,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1167350400
A1014,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1169164800
A1014,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1174348800
A1014,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10140,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173657600
A10140,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10140,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185235200
A10140,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190419200
A10140,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10141,Create Fine,00:00.0,COMPLETE,74,,,557,158,,,A,0,,NIL,2,1173657600
A10141,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10141,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185408000
A10141,Add penalty,00:00.0,COMPLETE,148,,,,,,,,,,,,1190592000
A10141,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10143,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173657600
A10143,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173657600
A10144,Create Fine,00:00.0,COMPLETE,22,,,557,7,,,A,0,,NIL,0,1173657600
A10144,Payment,00:00.0,COMPLETE,,22,,,,,,,22,,,,1174089600
A10147,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173744000
A10147,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10147,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185148800
A10147,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190332800
A10147,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10150,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1173916800
A10150,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1174262400
A10151,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10151,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10151,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186185600
A10151,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191369600
A10151,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10152,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10152,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10152,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185321600
A10152,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190505600
A10152,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10153,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10153,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10153,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185148800
A10153,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190332800
A10153,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10154,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10154,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10154,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185148800
A10154,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190332800
A10154,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10156,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10156,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173225600
A10157,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10157,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1176422400
A10158,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10158,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173225600
A10159,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173139200
A10159,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173225600
A1016,Create Fine,00:00.0,COMPLETE,21,,,550,7,,,A,0,,NIL,0,1157932800
A1016,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1167350400
A10161,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173312000
A10161,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10161,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185148800
A10161,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190332800
A10161,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1224028800
A10162,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173312000
A10162,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173657600
A10163,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173312000
A10163,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10164,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173312000
A10164,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10164,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186963200
A10164,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1192147200
A10164,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10165,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173398400
A10165,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10165,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186012800
A10165,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191196800
A10165,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1200873600
A10165,Payment,00:00.0,COMPLETE,,38,,,,,,,87,,,,1224028800
A10168,Create Fine,00:00.0,COMPLETE,36,,,558,158,,,A,0,,NIL,0,1173398400
A10168,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10168,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185321600
A10168,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190505600
A10168,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A1017,Create Fine,00:00.0,COMPLETE,21,,,550,7,,,A,0,,NIL,0,1157932800
A1017,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1167350400
A1017,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1168300800
A1017,Add penalty,00:00.0,COMPLETE,42.5,,,,,,,,,,,,1173484800
A1017,Payment,00:00.0,COMPLETE,,32,,,,,,,32,,,,1175731200
A1017,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10171,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173484800
A10171,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10171,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186012800
A10171,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191196800
A10171,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10174,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173484800
A10174,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10175,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173484800
A10175,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173657600
A10177,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173484800
A10177,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10178,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173571200
A10178,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10180,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173571200
A10180,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10180,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185753600
A10180,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190937600
A10180,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10181,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173571200
A10181,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173830400
A10184,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173657600
A10184,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1191024000
A10185,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173657600
A10185,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10186,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173657600
A10186,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1174003200
A10187,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173657600
A10187,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1187568000
A10188,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173744000
A10188,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10189,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173744000
A10189,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1175126400
A10192,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173744000
A10192,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10192,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185148800
A10192,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190332800
A10192,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10193,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173744000
A10193,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10193,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185321600
A10193,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190505600
A10193,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10194,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173744000
A10194,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173744000
A10195,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173744000
A10195,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1174262400
A10196,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1173744000
A10196,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10196,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186272000
A10196,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191456000
A10196,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A102,Create Fine,00:00.0,COMPLETE,35,,,541,157,,,A,0,,NIL,0,1154217600
A102,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1165881600
A102,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167782400
A102,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1172966400
A102,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10203,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173052800
A10203,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1182902400
A10203,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1183680000
A10203,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1188864000
A10203,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1203379200
A10203,Payment,00:00.0,COMPLETE,,38,,,,,,,87,,,,1207872000
A10205,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173312000
A10205,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1186012800
A10205,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186617600
A10205,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191801600
A10205,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10206,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173312000
A10206,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173830400
A10211,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10211,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10211,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186099200
A10211,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191283200
A10211,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10212,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10212,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10212,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185148800
A10212,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190332800
A10212,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10213,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10213,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10213,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186012800
A10213,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191196800
A10213,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10215,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10215,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173657600
A10216,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10216,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10216,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186185600
A10216,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191369600
A10216,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10218,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10218,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10218,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185494400
A10218,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190678400
A10218,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10220,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10220,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10221,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173398400
A10221,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1176940800
A10223,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173484800
A10223,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10223,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186099200
A10223,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191283200
A10223,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10224,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173484800
A10224,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10224,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185321600
A10224,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190505600
A10224,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10226,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10226,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10228,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10228,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10229,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10229,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173830400
A10230,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10230,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1174262400
A10231,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10231,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10234,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10234,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173744000
A10235,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10235,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173571200
A10236,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10236,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10236,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185753600
A10236,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1186617600
A10236,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190937600
A10236,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1191283200
A10237,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173571200
A10237,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173657600
A10238,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173657600
A10238,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10238,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185321600
A10238,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190505600
A10238,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10242,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10242,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10242,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185235200
A10242,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190419200
A10242,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10243,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10243,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1173916800
A10245,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10245,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10247,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10247,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1189641600
A10247,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1191283200
A10247,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1196467200
A10247,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10249,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10249,Send Fine,00:00.0,COMPLETE,,,22,,,,,,,,,,1184630400
A10249,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1185321600
A10249,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1190505600
A10249,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1193961600
A10249,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,NIL,,1198800000
A10249,Receive Result Appeal from Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1200960000
A10249,Notify Result Appeal to Offender,00:00.0,COMPLETE,,,,,,,,,,,,,1201219200
A10249,Payment,00:00.0,COMPLETE,,94,,,,,,,94,,,,1202515200
A10250,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10250,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10250,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186012800
A10250,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191196800
A10250,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1220400000
A10251,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10251,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10253,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173830400
A10253,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10254,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1173916800
A10254,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1191024000
A10254,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1192924800
A10254,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1198108800
A10254,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A10262,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1174003200
A10262,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10263,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1174003200
A10263,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1184630400
A10263,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1186012800
A10263,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1191196800
